Modelo,Precio (€),Año,Kilometraje (kms),Color,País,Hashtags
Tesla Model 3,"38,070",2024,12,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range RWD,"38,400",2023,"36,843",Black,France,"#france, #enhanced autopilot, #standard connectivity, #left hand drive, #rear heated seats, #all black interior, #solid black color"
Tesla Model 3,"38,470",2025,0,Desconocido,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #quicksilver color"
Tesla Model 3,"38,470",2024,"3,351",Grey,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #stealth grey color, #tow package"
Tesla Model 3,"38,475",2025,0,Blue,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3,"38,820",2025,0,Blue,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3,"38,870",2025,0,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3,"39,120",2025,0,Blue,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3,"39,370",2025,0,Blue,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3,"39,370",2024,12,Blue,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3,"39,420",2025,12,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3,"39,420",2024,0,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3,"39,520",2025,0,Red,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Performance,"39,600",2020,"40,205",White,Spain,"#spain, #carbon fibre spoiler, #enhanced autopilot, #standard connectivity, #left hand drive, #rear heated seats, #all white premium interior, #solid black color, #20"" gray performance wheels"
Tesla Model 3,"39,675",2025,10,Blue,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3,"39,675",2024,0,Blue,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Performance,"39,700",2021,"43,763",Black,France,"#france, #carbon fibre spoiler, #enhanced autopilot, #standard connectivity, #left hand drive, #rear heated seats, #black interior, #deep blue metallic color"
Tesla Model 3,"39,740",2025,15,Desconocido,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #quicksilver color"
Tesla Model 3,"39,820",2025,0,Desconocido,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #quicksilver color, #tow package"
Tesla Model 3,"39,825",2025,0,Blue,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3,"40,070",2025,0,Desconocido,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #quicksilver color"
Tesla Model 3,"40,080",2024,13,Blue,France,"#france, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3,"40,175",2025,0,Blue,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Long Range AWD,"40,200",2021,"31,909",White,France,"#france, #acceleration boost, #enhanced autopilot, #standard connectivity, #left hand drive, #rear heated seats, #white interior, #pearl white multi-coat color"
Tesla Model 3,"40,700",2024,757,Blue,France,"#france, #autopilot, #premium connectivity, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3,"41,050",2024,15,Black,France,"#france, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3,"41,170",2024,21,Blue,France,"#france, #autopilot, #premium connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3,"41,180",2025,0,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3,"41,290",2024,14,Black,France,"#france, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3,"41,340",2025,0,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3,"41,460",2024,15,Blue,France,"#france, #autopilot, #premium connectivity, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3,"41,460",2024,29,Blue,France,"#france, #autopilot, #premium connectivity, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3,"41,460",2024,"2,629",Blue,France,"#france, #autopilot, #premium connectivity, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3 Long Range RWD,"41,470",2025,0,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3,"41,570",2024,"2,309",Grey,France,"#france, #autopilot, #premium connectivity, #left hand drive, #stealth grey color, #tow package"
Tesla Model 3,"41,760",2024,166,Black,France,"#france, #autopilot, #premium connectivity, #left hand drive, #solid black color"
Tesla Model 3,"41,870",2024,52,Red,France,"#france, #autopilot, #premium connectivity, #left hand drive, #ultra red color"
Tesla Model 3,"41,900",2024,10,Red,France,"#france, #enhanced autopilot, #standard connectivity, #left hand drive, #ultra red color, #tow package"
Tesla Model 3,"41,995",2024,"5,229",Black,Portugal,"#portugal, #autopilot, #premium connectivity, #left hand drive, #solid black color"
Tesla Model 3,"42,020",2024,15,Red,France,"#france, #autopilot, #premium connectivity, #left hand drive, #ultra red color, #tow package"
Tesla Model 3,"42,160",2024,12,Black,France,"#france, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3,"42,175",2025,10,White,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3,"42,370",2025,0,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3,"42,480",2025,0,Black,France,"#france, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3,"42,500",2024,353,Red,Spain,"#spain, #enhanced autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3,"42,530",2025,0,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3,"42,640",2024,10,Grey,France,"#france, #autopilot, #standard connectivity, #left hand drive, #stealth grey color, #tow package"
Tesla Model 3 Long Range RWD,"42,770",2025,0,Black,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3,"43,020",2024,23,Red,France,"#france, #autopilot, #premium connectivity, #left hand drive, #ultra red color"
Tesla Model 3,"43,140",2024,12,Red,France,"#france, #autopilot, #premium connectivity, #left hand drive, #ultra red color"
Tesla Model 3,"43,180",2025,0,Red,France,"#france, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3,"43,290",2024,12,Red,France,"#france, #autopilot, #premium connectivity, #left hand drive, #ultra red color, #tow package"
Tesla Model 3,"43,475",2025,0,Grey,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #stealth grey color"
Tesla Model 3,"43,875",2025,0,White,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3,"44,025",2024,9,White,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3,"44,175",2025,0,Red,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3,"44,325",2025,0,Red,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #ultra red color, #tow package"
Tesla Model 3 Long Range RWD,"44,370",2025,9,Black,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3,"44,675",2025,10,Red,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3,"44,675",2024,12,Red,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range AWD,"43,900",2023,"14,886",Black,Portugal,"#portugal, #acceleration boost, #enhanced autopilot, #standard connectivity, #left hand drive, #rear heated seats, #black interior, #midnight silver metallic col…"
Tesla Model 3 Long Range RWD,"44,900",2023,"31,004",Black,France,"#france, #enhanced autopilot, #standard connectivity, #left hand drive, #rear heated seats, #all black interior, #pearl white multi-coat color"
Tesla Model 3,"45,140",2025,13,White,France,"#france, #enhanced autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3 Long Range AWD,"45,980",2024,"2,204",White,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range RWD,"39,000",2023,"24,197",Black,France,"#france, #enhanced autopilot, #standard connectivity, #left hand drive, #rear heated seats, #all black interior, #pearl white multi-coat color, #tow package"
Tesla Model 3 Long Range RWD,"46,290",2025,0,Black,France,"#france, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Long Range RWD,"46,410",2025,536,Grey,France,"#france, #autopilot, #premium connectivity, #left hand drive, #stealth grey color"
Tesla Model 3 Long Range AWD,"46,500",2024,"15,795",Grey,Spain,"#spain, #enhanced autopilot, #standard connectivity, #left hand drive, #stealth grey color"
Tesla Model 3 Long Range RWD,"46,620",2025,326,Grey,France,"#france, #autopilot, #standard connectivity, #left hand drive, #stealth grey color"
Tesla Model 3 Long Range AWD,"46,940",2024,"4,790",White,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3 Long Range RWD,"47,015",2025,10,Blue,Portugal,"#portugal, #autopilot, #premium connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Long Range AWD,"47,240",2024,"6,399",White,France,"#france, #autopilot, #premium connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range RWD,"47,275",2025,0,Black,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Performance,"47,400",2023,"12,996",Black,France,"#france, #carbon fibre spoiler, #enhanced autopilot, #standard connectivity, #left hand drive, #rear heated seats, #black interior, #midnight silver metallic col…"
Tesla Model 3,"47,430",2024,11,Black,France,"#france, #autopilot, #standard connectivity, #full self-driving hardware (…, #left hand drive, #solid black color"
Tesla Model 3 Long Range AWD,"47,450",2024,"5,875",Desconocido,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #quicksilver color"
Tesla Model 3 Long Range AWD,"47,470",2024,"5,781",Desconocido,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #quicksilver color"
Tesla Model 3 Long Range AWD,"47,510",2024,"5,616",White,France,"#france, #autopilot, #premium connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3,"47,580",2024,13,Blue,France,"#france, #autopilot, #premium connectivity, #full self-driving hardware (…, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3 Long Range AWD,"47,650",2024,"2,051",Red,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Performance,"47,700",2023,"29,444",Black,Spain,"#spain, #carbon fibre spoiler, #enhanced autopilot, #standard connectivity, #left hand drive, #rear heated seats, #black interior, #pearl white multi-coat color"
Tesla Model 3 Long Range RWD,"48,335",2025,87,White,Portugal,"#portugal, #autopilot, #premium connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"48,340",2024,223,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"48,360",2024,13,Black,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Long Range RWD,"48,475",2025,99,Grey,Portugal,"#portugal, #autopilot, #premium connectivity, #left hand drive, #stealth grey color"
Tesla Model 3 Long Range AWD,"48,570",2024,223,Black,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Performance,"46,600",2022,"19,834",Black,Portugal,"#portugal, #carbon fibre spoiler, #enhanced autopilot, #standard connectivity, #left hand drive, #rear heated seats, #black interior, #midnight silver metallic col…"
Tesla Model 3 Long Range AWD,"48,640",2024,15,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"48,660",2024,"1,203",Desconocido,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #quicksilver color"
Tesla Model 3 Long Range AWD,"48,760",2025,0,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range RWD,"48,975",2025,0,Black,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Long Range AWD,"49,040",2024,0,Desconocido,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #quicksilver color"
Tesla Model 3 Long Range AWD,"49,060",2024,25,Blue,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Long Range AWD,"49,280",2024,"4,446",Desconocido,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #quicksilver color"
Tesla Model 3 Long Range AWD,"49,385",2024,"7,172",Blue,Portugal,"#portugal, #autopilot, #premium connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Long Range AWD,"49,810",2025,0,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"49,930",2024,440,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3,"49,980",2024,10,Blue,France,"#france, #autopilot, #premium connectivity, #full self-driving hardware (…, #left hand drive, #deep blue metallic color"
Tesla Model 3 Long Range AWD,"49,990",2025,0,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"49,990",2024,"3,362",Blue,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3 Long Range AWD,"50,060",2025,0,Black,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Long Range RWD,"50,090",2025,10,Black,France,"#france, #enhanced autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Performance,"50,100",2023,"18,379",Black,Spain,"#spain, #carbon fibre spoiler, #enhanced autopilot, #standard connectivity, #left hand drive, #rear heated seats, #black interior, #red multi-coat color"
Tesla Model 3 Long Range AWD,"50,110",2025,0,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3 Long Range AWD,"50,190",2024,"1,412",Blue,France,"#france, #autopilot, #premium connectivity, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3 Long Range AWD,"50,225",2024,"9,327",Black,Portugal,"#portugal, #autopilot, #premium connectivity, #left hand drive, #solid black color"
Tesla Model 3 Long Range AWD,"50,360",2025,0,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"50,380",2024,13,Desconocido,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #quicksilver color"
